Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties;Action Type;Standard Text Value;Value
CHEMBL3931099;;None;714.29;2;6.29;BDBM232427;CCCN(CCC)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)c(C)c1Cl;IC50;'=';60.0;nM;7.22;;405232;UO_0000065;10.11;0.20;0.93;5.78;0;CHEMBL3888503;Fluorescence Polarization Assay (FPA): The assays were performed in black flat-bottom 384-well plates. The final assay volume was 50 μl prepared from additions of Gst-Bcl-2 (Bcl-2: GENBANK® Accession No. P10415), fluoresceinated 18-mer BIM peptide (NH2-YYANFEDGIRRLEQAIWI-[FAM]) (SEQ ID NO: 1), and test compounds in assay buffer consisting of 20 mM Sodium Phosphate, 1 mM EDTA, 50 mM NaCl, and 0.05% Pluronic Acid. The reaction was incubated at room temperature for 60 minutes and fluorescence polarization of the reaction was detected on the LJL Plate Reader. Inhibition data were calculated from mP values generated by the no protein control reactions for 100% inhibition and vehicle-only reactions for 0% inhibition. The final concentrations of reagents in the assay were 4.9 nM BCL-2, 5 nM fluoresceinated 18-mer BIM peptide and 1% DMSO.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886736;37;BindingDB Patent Bioactivity Data;;2016;None;;;;60.0
CHEMBL3986556;;None;788.21;2;9.04;BDBM232452;CCCCN(CCCC)c1ccc(Br)c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4cccc(Cl)c4c3)cc2C(=O)N2CCc3ccccc3C2)n1;IC50;'=';10.0;nM;8.00;;405264;UO_0000065;10.15;0.21;-1.04;8.03;0;CHEMBL3888503;Fluorescence Polarization Assay (FPA): The assays were performed in black flat-bottom 384-well plates. The final assay volume was 50 μl prepared from additions of Gst-Bcl-2 (Bcl-2: GENBANK® Accession No. P10415), fluoresceinated 18-mer BIM peptide (NH2-YYANFEDGIRRLEQAIWI-[FAM]) (SEQ ID NO: 1), and test compounds in assay buffer consisting of 20 mM Sodium Phosphate, 1 mM EDTA, 50 mM NaCl, and 0.05% Pluronic Acid. The reaction was incubated at room temperature for 60 minutes and fluorescence polarization of the reaction was detected on the LJL Plate Reader. Inhibition data were calculated from mP values generated by the no protein control reactions for 100% inhibition and vehicle-only reactions for 0% inhibition. The final concentrations of reagents in the assay were 4.9 nM BCL-2, 5 nM fluoresceinated 18-mer BIM peptide and 1% DMSO.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886736;37;BindingDB Patent Bioactivity Data;;2016;None;;;;10.0
CHEMBL3945127;;None;747.96;2;8.02;BDBM179567;CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3cccc(Oc4ccc(C)cc4)c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1;IC50;'=';6630.34;nM;5.18;;326182;UO_0000065;6.92;0.13;-2.84;4.21;0;CHEMBL3887238;Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886231;37;BindingDB Patent Bioactivity Data;;2015;None;;;;6630.34
CHEMBL336901;;None;336.35;0;4.06;16;[O-][n+]1c2c([n+]([O-])c3c4ccccc4ccc31)-c1cccc3cccc-2c13;IC50;;;nM;;;Not Active;UO_0000065;;;;;0;CHEMBL875933;"In vitro inhibition of Bak-Bh3 peptide binding to the Bcl-2 using human myeloid leukemia cell line HL-60; Inactive";B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL1134645;1;Scientific Literature;J Med Chem;2001;None;;;;
CHEMBL371861;;None;551.62;2;5.72;1;O=C(NS(=O)(=O)c1ccc(NCCSc2ccccc2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(F)cc2)cc1;IC50;'=';6300.0;nM;5.20;;;UO_0000065;9.43;0.19;-0.52;4.39;0;CHEMBL858941;Inhibitory activity against Bcl-XL in presence of HSA3 from 1% human serum;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL1149415;1;Scientific Literature;J Med Chem;2006;None;;;;6.3
CHEMBL5170050;;None;527.44;2;6.24;20;CC(C)(C)OC(=O)Nc1ccc(C2=NN(C(=O)c3ccc(Br)cc3)C(c3cncs3)C2)cc1;IC50;'=';4360.0;nM;5.36;;;UO_0000065;10.16;0.22;-0.88;6.39;0;CHEMBL5149881;Inhibition of biotin-linker-Beclin 1 BH3 peptide binding to human C-terminal 6His-tagged Bcl-2 (1 to 218 residues) expressed in Escherichia coli BL21 Star (DE3) pLysS measured after 3 hrs by AlphaLISA assay;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL5143754;1;Scientific Literature;ACS Med Chem Lett;2022;None;TIME = 3.0 hr;INHIBITOR;;4.36
CHEMBL5181735;;None;477.46;0;4.84;13;Cc1ccc(C(=O)N2N=C(c3ccc(NS(=O)(=O)C(F)(F)F)cc3)CC2c2ccco2)cc1;IC50;;;;;;NA;;;;;;0;CHEMBL5149881;Inhibition of biotin-linker-Beclin 1 BH3 peptide binding to human C-terminal 6His-tagged Bcl-2 (1 to 218 residues) expressed in Escherichia coli BL21 Star (DE3) pLysS measured after 3 hrs by AlphaLISA assay;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL5143754;1;Scientific Literature;ACS Med Chem Lett;2022;None;TIME = 3.0 hr;;;
CHEMBL5203092;;None;409.47;0;3.64;9;CS(=O)(=O)Nc1ccc(C2=NN(C(=O)c3ccccc3)C(c3ccco3)C2)cc1;IC50;;;;;;NA;;;;;;0;CHEMBL5149881;Inhibition of biotin-linker-Beclin 1 BH3 peptide binding to human C-terminal 6His-tagged Bcl-2 (1 to 218 residues) expressed in Escherichia coli BL21 Star (DE3) pLysS measured after 3 hrs by AlphaLISA assay;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL5143754;1;Scientific Literature;ACS Med Chem Lett;2022;None;TIME = 3.0 hr;;;
CHEMBL5183356;;None;488.36;0;4.41;4;CS(=O)(=O)Nc1ccc(C2=NN(C(=O)c3ccc(Br)cc3)C(c3ccco3)C2)cc1;IC50;'=';2470.0;nM;5.61;;;UO_0000065;11.48;0.26;1.20;6.10;0;CHEMBL5149881;Inhibition of biotin-linker-Beclin 1 BH3 peptide binding to human C-terminal 6His-tagged Bcl-2 (1 to 218 residues) expressed in Escherichia coli BL21 Star (DE3) pLysS measured after 3 hrs by AlphaLISA assay;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL5143754;1;Scientific Literature;ACS Med Chem Lett;2022;None;TIME = 3.0 hr;INHIBITOR;;2.47
CHEMBL5187331;;None;504.38;2;6.18;38;C=CCOC(=O)Nc1ccc(C2=NN(C(=O)c3ccc(Br)cc3)C(c3ccccc3)C2)cc1;IC50;'=';31.8;nM;7.50;;;UO_0000065;14.86;0.31;1.32;10.56;0;CHEMBL5149881;Inhibition of biotin-linker-Beclin 1 BH3 peptide binding to human C-terminal 6His-tagged Bcl-2 (1 to 218 residues) expressed in Escherichia coli BL21 Star (DE3) pLysS measured after 3 hrs by AlphaLISA assay;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL5143754;1;Scientific Literature;ACS Med Chem Lett;2022;None;TIME = 3.0 hr;INHIBITOR;;0.0318
CHEMBL5188723;;None;520.43;2;6.79;45;CC(C)(C)OC(=O)Nc1cccc(C2=NN(C(=O)c3ccc(Br)cc3)C(c3ccccc3)C2)c1;IC50;'=';11060.0;nM;4.96;;;UO_0000065;9.52;0.20;-1.83;6.98;0;CHEMBL5149881;Inhibition of biotin-linker-Beclin 1 BH3 peptide binding to human C-terminal 6His-tagged Bcl-2 (1 to 218 residues) expressed in Escherichia coli BL21 Star (DE3) pLysS measured after 3 hrs by AlphaLISA assay;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL5143754;1;Scientific Literature;ACS Med Chem Lett;2022;None;TIME = 3.0 hr;INHIBITOR;;11.06
CHEMBL376408;ABT 737;1.0;813.45;2;7.88;1, ABT-737;CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-];IC50;'=';7.0;nM;8.15;;;UO_0000065;10.03;0.20;0.27;6.36;0;CHEMBL2399234;Binding affinity to Bcl-2 (unknown origin) by surface plasmon resonance assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2396645;1;Scientific Literature;J Med Chem;2013;None;;;;0.007
CHEMBL4215940;;None;959.62;2;9.11;10;CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCc3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3CC2)C1;IC50;'=';193.0;nM;6.71;;;UO_0000065;7.00;0.14;-2.40;5.37;0;CHEMBL4182824;Displacement of Bax-derived peptide from Bcl-2 (unknown origin) by fluorescence polarization assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL4177735;1;Scientific Literature;Bioorg Med Chem;2018;None;;;;193.0
CHEMBL3701308;;None;674.80;2;5.33;BDBM161493;COc1ccc(C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)c(-c2cc(C(=O)N(c3ccc(O)cc3)c3cnn(C)c3)c(C)n2C)c1;IC50;'=';6.2;nM;8.21;;304792;UO_0000065;12.16;0.22;2.88;7.79;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;6.2
CHEMBL3342332;A-1155463;None;669.80;2;6.33;EUB0000262;CN(C)CC#Cc1ccc(OCCCc2sc(N3CCc4cccc(C(=O)Nc5nc6ccccc6s5)c4C3)nc2C(=O)O)c(F)c1;IC50;'=';382.0;nM;6.42;;Not Active;UO_0000065;9.58;0.19;0.09;5.95;0;CHEMBL4883619;Time-resolved fluorescence energy transfer (TR-FRET) with BCL2;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;Assay publication: PMID: 25313317 | Target protein length: full length | Target protein type: recombinant protein (GST-Bcl-2);;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL4507311;54;SGC Frankfurt - Donated Chemical Probes;;2021;None;Num of experiments None 3.0 None;;;382.0
CHEMBL4288614;;None;946.09;3;6.57;27d;C[C@H]1[C@@H](OCCN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3;IC50;'=';5.0;nM;8.30;;;UO_0000065;8.77;0.17;1.73;3.80;0;CHEMBL4264659;Inhibition of FAM-labelled Bax binding to Bcl2 (unknown origin) after 30 mins by fluorescence polarization assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL4261603;1;Scientific Literature;Eur J Med Chem;2018;None;;;;5.0
CHEMBL2031021;;None;759.37;2;6.58;BDBM50384352;CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4c(c3)CCN4CC)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl;IC50;'=';60.0;nM;7.22;;405198;UO_0000065;9.51;0.19;0.64;5.78;0;CHEMBL3888503;Fluorescence Polarization Assay (FPA): The assays were performed in black flat-bottom 384-well plates. The final assay volume was 50 μl prepared from additions of Gst-Bcl-2 (Bcl-2: GENBANK® Accession No. P10415), fluoresceinated 18-mer BIM peptide (NH2-YYANFEDGIRRLEQAIWI-[FAM]) (SEQ ID NO: 1), and test compounds in assay buffer consisting of 20 mM Sodium Phosphate, 1 mM EDTA, 50 mM NaCl, and 0.05% Pluronic Acid. The reaction was incubated at room temperature for 60 minutes and fluorescence polarization of the reaction was detected on the LJL Plate Reader. Inhibition data were calculated from mP values generated by the no protein control reactions for 100% inhibition and vehicle-only reactions for 0% inhibition. The final concentrations of reagents in the assay were 4.9 nM BCL-2, 5 nM fluoresceinated 18-mer BIM peptide and 1% DMSO.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886736;37;BindingDB Patent Bioactivity Data;;2016;None;;;;60.0
CHEMBL2030856;;None;742.90;2;6.38;BDBM50384321;CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccc(CCO)cc1;IC50;'=';20.0;nM;7.70;;405252;UO_0000065;10.36;0.19;1.32;5.43;1;CHEMBL3888503;Fluorescence Polarization Assay (FPA): The assays were performed in black flat-bottom 384-well plates. The final assay volume was 50 μl prepared from additions of Gst-Bcl-2 (Bcl-2: GENBANK® Accession No. P10415), fluoresceinated 18-mer BIM peptide (NH2-YYANFEDGIRRLEQAIWI-[FAM]) (SEQ ID NO: 1), and test compounds in assay buffer consisting of 20 mM Sodium Phosphate, 1 mM EDTA, 50 mM NaCl, and 0.05% Pluronic Acid. The reaction was incubated at room temperature for 60 minutes and fluorescence polarization of the reaction was detected on the LJL Plate Reader. Inhibition data were calculated from mP values generated by the no protein control reactions for 100% inhibition and vehicle-only reactions for 0% inhibition. The final concentrations of reagents in the assay were 4.9 nM BCL-2, 5 nM fluoresceinated 18-mer BIM peptide and 1% DMSO.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886736;37;BindingDB Patent Bioactivity Data;;2016;None;;;;20.0
CHEMBL2031027;;None;769.37;2;6.67;BDBM50384358;CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CN)c(C)c1Cl;IC50;'=';8.41;nM;8.07;;405210;UO_0000065;10.50;0.20;1.41;5.47;0;CHEMBL3888503;Fluorescence Polarization Assay (FPA): The assays were performed in black flat-bottom 384-well plates. The final assay volume was 50 μl prepared from additions of Gst-Bcl-2 (Bcl-2: GENBANK® Accession No. P10415), fluoresceinated 18-mer BIM peptide (NH2-YYANFEDGIRRLEQAIWI-[FAM]) (SEQ ID NO: 1), and test compounds in assay buffer consisting of 20 mM Sodium Phosphate, 1 mM EDTA, 50 mM NaCl, and 0.05% Pluronic Acid. The reaction was incubated at room temperature for 60 minutes and fluorescence polarization of the reaction was detected on the LJL Plate Reader. Inhibition data were calculated from mP values generated by the no protein control reactions for 100% inhibition and vehicle-only reactions for 0% inhibition. The final concentrations of reagents in the assay were 4.9 nM BCL-2, 5 nM fluoresceinated 18-mer BIM peptide and 1% DMSO.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886736;37;BindingDB Patent Bioactivity Data;;2016;None;;;;8.41
CHEMBL3963300;;None;866.53;2;7.40;BDBM232412;CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CNC2CCN(C)CC2)c(C)c1Cl;IC50;'=';20.0;nM;7.70;;405216;UO_0000065;8.88;0.17;0.30;5.62;0;CHEMBL3888503;Fluorescence Polarization Assay (FPA): The assays were performed in black flat-bottom 384-well plates. The final assay volume was 50 μl prepared from additions of Gst-Bcl-2 (Bcl-2: GENBANK® Accession No. P10415), fluoresceinated 18-mer BIM peptide (NH2-YYANFEDGIRRLEQAIWI-[FAM]) (SEQ ID NO: 1), and test compounds in assay buffer consisting of 20 mM Sodium Phosphate, 1 mM EDTA, 50 mM NaCl, and 0.05% Pluronic Acid. The reaction was incubated at room temperature for 60 minutes and fluorescence polarization of the reaction was detected on the LJL Plate Reader. Inhibition data were calculated from mP values generated by the no protein control reactions for 100% inhibition and vehicle-only reactions for 0% inhibition. The final concentrations of reagents in the assay were 4.9 nM BCL-2, 5 nM fluoresceinated 18-mer BIM peptide and 1% DMSO.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886736;37;BindingDB Patent Bioactivity Data;;2016;None;;;;20.0
CHEMBL440058;;None;2879.17;None;None;10 (Bak BH3-26);CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCSC)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1)[C@@H](C)O)C(C)C)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)O)[C@@H](C)CC)[C@@H](C)CC;IC50;'=';3030.0;nM;5.52;;;UO_0000065;1.92;None;None;None;0;CHEMBL880570;Inhibition of BCL2 by fluorescence polarization based competitive binding assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL1142844;1;Scientific Literature;Bioorg Med Chem Lett;2005;None;;;;3.03
CHEMBL51483;GOSSYPOL;3.0;518.56;3;6.38;(+)-1;Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O;IC50;'=';260.0;nM;6.58;;;UO_0000065;12.70;0.24;0.21;4.23;0;CHEMBL1106537;Displacement of FITC-labeled Bak BH3 peptide from Bcl-2 after 30 mins by fluorescence polarization assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL1157826;1;Scientific Literature;J Med Chem;2010;None;;;;0.26
CHEMBL2374449;;None;372.57;1;6.47;12;CCSCCCCC(c1ccc(O)cc1)C(C)(CC)c1ccc(O)cc1;IC50;'~';9000.0;nM;;;;UO_0000065;;;;;0;CHEMBL649854;Inhibitory activity against Bcl-2 functioning;F;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL1135909;1;Scientific Literature;J Med Chem;2002;None;;;;9.0
CHEMBL436605;ANTIMYCIN A3;None;520.58;1;2.70;4;CCCC[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@@H]1OC(=O)CC(C)C;IC50;'=';2000.0;nM;5.70;;;UO_0000065;10.95;0.21;3.00;3.62;0;CHEMBL651293;Inhibitory activity against Bcl-2;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL1134645;1;Scientific Literature;J Med Chem;2001;None;;;;2.0
CHEMBL5190824;;None;521.42;2;6.18;22;CC(C)(C)OC(=O)Nc1ccc(C2=NN(C(=O)c3ccc(Br)cc3)C(c3cccnc3)C2)cc1;IC50;'=';1630.0;nM;5.79;;;UO_0000065;11.10;0.23;-0.39;6.90;0;CHEMBL5149881;Inhibition of biotin-linker-Beclin 1 BH3 peptide binding to human C-terminal 6His-tagged Bcl-2 (1 to 218 residues) expressed in Escherichia coli BL21 Star (DE3) pLysS measured after 3 hrs by AlphaLISA assay;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL5143754;1;Scientific Literature;ACS Med Chem Lett;2022;None;TIME = 3.0 hr;INHIBITOR;;1.63
CHEMBL3703623;;None;1123.67;None;None;BDBM156405;CC(C)(C)OP(=O)(O)OCO[C@@H](c1ccccc1-c1ccc(Cl)cc1)C1CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@H](CCN4CCOCC4)CSc4ccccc4)c(S(=O)(=O)C(F)(F)F)c3)cc2)CC1;IC50;'=';4.0;nM;8.40;;363153;UO_0000065;7.47;None;None;None;0;CHEMBL3887911;"Fluorescence Polarization Assay: Bcl-xL and Bcl-2 FP binding affinity of compound(s) of Formulae (I), (I-a), (I-b), (I-c), (I-d) and/or (I-c) may be determined using a variety of known methods. One such assay is a sensitive and quantitative in vitro binding assay using fluorescence polarization ('FP') described by Wang, J.-L.; Zhang, Z-J.; Choksi, S.; Sjam. S.; Lu, Z.; Croce, C. M.; Alnemri, E. S.; Komgold, R.; Huang, Z. Cell permeable Bcl-2 binding peptides: a chemical approach to apoptosis induction in tumor cells. Cancer Res. 2000, 60, 1498-1502). Additionally, the binding affinity of compound(s) of Formulae (I), (I-a), (I-b), (I-c), (I-d) and/or (I-e) to Bcl-2 protein in vitro was determined by a competitive binding assay based on fluorescence polarization. For example, fluorescence polarization ('FP')assays may be developed using a c-terminal 6XHIS tagged Bcl-2 (aa 1-204) and a C-terminal 6XHIS tagged Bcl-XL (aa 1-209). The tracer may be a synthetic peptide BH-3 peptide Bim conjugated to Fluorescein isothiocyanate (FITC-DLRPEIRIAQELRRIGDEFNETYTRR). Dilutions of either Bcl-2 (1.3 nM) or Bcl-XL (0.8 nM) may be added to serial dilutions of antagonist and incubated for one hour prior to the addition of 2 nM of fluorescent peptide tracer (Anaspec, Fremont, Calif.) in the assay buffer. Final assay buffer conditions may be 20 mM HEPES, pH 7.5, 1 mM DTT, 0.005% Tween-20 and 50 mM NaCl. Samples may be read after 20-minute incubation. Fluorescence polarization values may be plotted as a function of the antagonist concentration.";B;BAO_0000219;cell-based format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886500;37;BindingDB Patent Bioactivity Data;;2016;None;;;;4.0
